,state,county,fips,total_population,total_votes16
1050,Kentucky,Morgan,21175,13379.0,4775
1051,Kentucky,Muhlenberg,21177,31216.0,13060
1052,Kentucky,Nelson,21179,44875.0,20802
1053,Kentucky,Nicholas,21181,7062.0,2841
1054,Kentucky,Ohio,21183,24152.0,10398
1055,Kentucky,Oldham,21185,63876.0,32853
1056,Kentucky,Owen,21187,10673.0,5001
1057,Kentucky,Owsley,21189,4552.0,1759
1058,Kentucky,Pendleton,21191,14509.0,6007
1059,Kentucky,Perry,21193,27818.0,10572
1060,Kentucky,Pike,21195,62791.0,24665
1061,Kentucky,Powell,21197,12387.0,4957
1062,Kentucky,Pulaski,21199,63772.0,28041
1063,Kentucky,Robertson,21201,2191.0,1013
1064,Kentucky,Rockcastle,21203,16893.0,6691
1065,Kentucky,Rowan,21205,24302.0,8848
1066,Kentucky,Russell,21207,17684.0,8174
1067,Kentucky,Scott,21209,51348.0,24200
1068,Kentucky,Shelby,21211,44967.0,20580
1069,Kentucky,Simpson,21213,17856.0,7531
1070,Kentucky,Spencer,21215,17798.0,9515
1071,Kentucky,Taylor,21217,25315.0,11306
1072,Kentucky,Todd,21219,12465.0,4779
1073,Kentucky,Trigg,21221,14267.0,6751
1074,Kentucky,Trimble,21223,8751.0,3798
1075,Kentucky,Union,21225,15065.0,6211
1076,Kentucky,Warren,21227,121066.0,48454
1077,Kentucky,Washington,21229,12017.0,5636
1078,Kentucky,Wayne,21231,20557.0,7992
1079,Kentucky,Webster,21233,13331.0,5805
1080,Kentucky,Whitley,21235,35842.0,13774
1081,Kentucky,Wolfe,21237,7221.0,2635
1082,Kentucky,Woodford,21239,25591.0,13563
1083,Louisiana,Acadia,22001,62372.0,27389
1084,Louisiana,Allen,22003,25619.0,9245
1085,Louisiana,Ascension,22005,117009.0,54678
1086,Louisiana,Assumption,22007,22973.0,10904
1087,Louisiana,Avoyelles,22009,41252.0,16586
1088,Louisiana,Beauregard,22011,36435.0,15078
1089,Louisiana,Bienville,22013,13924.0,7005
1090,Louisiana,Bossier,22015,124720.0,49848
1091,Louisiana,Caddo,22017,253125.0,105804
1092,Louisiana,Calcasieu,22019,197233.0,83785
1093,Louisiana,Caldwell,22021,9997.0,4692
1094,Louisiana,Cameron,22023,6739.0,3692
1095,Louisiana,Catahoula,22025,10145.0,4856
1096,Louisiana,Claiborne,22027,16452.0,6421
1097,Louisiana,Concordia,22029,20288.0,8872
1098,Louisiana,De Soto,22031,27047.0,13500
1099,Louisiana,East Baton Rouge,22033,445337.0,196491
1100,Louisiana,East Carroll,22035,7419.0,2939
1101,Louisiana,East Feliciana,22037,19756.0,10042
1102,Louisiana,Evangeline,22039,33765.0,14882
1103,Louisiana,Franklin,22041,20464.0,9162
1104,Louisiana,Grant,22043,22372.0,8821
1105,Louisiana,Iberia,22045,73799.0,32454
1106,Louisiana,Iberville,22047,33159.0,16043
1107,Louisiana,Jackson,22049,15999.0,7464
1108,Louisiana,Jefferson,22051,435204.0,181639
1109,Louisiana,Jefferson Davis,22053,31399.0,14277
1110,Louisiana,Lafayette,22055,234963.0,105603
1111,Louisiana,Lafourche,22057,97688.0,41645
1112,Louisiana,La Salle,22059,14927.0,6569
1113,Louisiana,Lincoln,22061,47480.0,18669
1114,Louisiana,Livingston,22063,135925.0,57730
1115,Louisiana,Madison,22065,11803.0,4732
1116,Louisiana,Morehouse,22067,26739.0,11852
1117,Louisiana,Natchitoches,22069,39258.0,16621
1118,Louisiana,Orleans,22071,382922.0,165812
1119,Louisiana,Ouachita,22073,156398.0,68017
1120,Louisiana,Plaquemines,22075,23584.0,10573
1121,Louisiana,Pointe Coupee,22077,22366.0,11761
1122,Louisiana,Rapides,22079,132373.0,56844
1123,Louisiana,Red River,22081,8757.0,4422
1124,Louisiana,Richland,22083,20692.0,9597
1125,Louisiana,Sabine,22085,24144.0,9787
1126,Louisiana,St. Bernard,22087,44091.0,15815
1127,Louisiana,St. Charles,22089,52708.0,26192
1128,Louisiana,St. Helena,22091,10714.0,5964
1129,Louisiana,St. James,22093,21581.0,12085
1130,Louisiana,St. John the Baptist,22095,43888.0,20743
1131,Louisiana,St. Landry,22097,83699.0,39977
1132,Louisiana,St. Martin,22099,53385.0,25750
1133,Louisiana,St. Mary,22101,53053.0,22877
1134,Louisiana,St. Tammany,22103,246269.0,124392
1135,Louisiana,Tangipahoa,22105,127115.0,52416
1136,Louisiana,Tensas,22107,4793.0,2548
1137,Louisiana,Terrebonne,22109,113099.0,43896
1138,Louisiana,Union,22111,22460.0,10894
1139,Louisiana,Vermilion,22113,59524.0,25632
1140,Louisiana,Vernon,22115,52101.0,16633
1141,Louisiana,Washington,22117,46367.0,18628
1142,Louisiana,Webster,22119,40335.0,18145
1143,Louisiana,West Baton Rouge,22121,25017.0,12712
1144,Louisiana,West Carroll,22123,11370.0,4759
1145,Louisiana,West Feliciana,22125,15384.0,5799
1146,Louisiana,Winn,22127,14695.0,6372
1147,Maine,Androscoggin,23001,107376.0,55601
1148,Maine,Aroostook,23003,69405.0,35097
1149,Maine,Cumberland,23005,288204.0,171818
1150,Maine,Franklin,23007,30270.0,16488
1151,Maine,Hancock,23009,54483.0,32130
1152,Maine,Kennebec,23011,120953.0,66208
1153,Maine,Knox,23013,39717.0,23147
1154,Maine,Lincoln,23015,34165.0,21503
1155,Maine,Oxford,23017,57299.0,31201
1156,Maine,Penobscot,23019,152978.0,80540
1157,Maine,Piscataquis,23021,17044.0,9182
1158,Maine,Sagadahoc,23023,35134.0,21616
1159,Maine,Somerset,23025,51363.0,26064
1160,Maine,Waldo,23027,39071.0,22707
1161,Maine,Washington,23029,31925.0,16365
1162,Maine,York,23031,200536.0,114274
1163,Maryland,Allegany,24001,73060.0,30654
1164,Maryland,Anne Arundel,24003,559737.0,270081
1165,Maryland,Baltimore,24005,825666.0,390682
1166,Maryland,Calvert,24009,90527.0,47408
1167,Maryland,Caroline,24011,32653.0,14113
1168,Maryland,Carroll,24013,167535.0,91848
1169,Maryland,Cecil,24015,102175.0,45269
1170,Maryland,Charles,24017,154357.0,78303
1171,Maryland,Dorchester,24019,32451.0,15225
1172,Maryland,Frederick,24021,243465.0,125677
1173,Maryland,Garrett,24023,29677.0,14011
1174,Maryland,Harford,24025,249776.0,133672
1175,Maryland,Howard,24027,308447.0,162193
1176,Maryland,Kent,24029,19819.0,10021
1177,Maryland,Montgomery,24031,1026371.0,478873
1178,Maryland,Prince George's,24033,897693.0,390385
1179,Maryland,Queen Anne's,24035,48712.0,26523
1180,Maryland,St. Mary's,24037,110675.0,49842
1181,Maryland,Somerset,24039,25899.0,9900
1182,Maryland,Talbot,24041,37668.0,20553
1183,Maryland,Washington,24043,149571.0,65991
1184,Maryland,Wicomico,24045,101527.0,42547
1185,Maryland,Worcester,24047,51441.0,28273
1186,Maryland,Baltimore City,24510,621000.0,239402
1187,Massachusetts,Barnstable,25001,214703.0,133862
1188,Massachusetts,Berkshire,25003,128563.0,64803
1189,Massachusetts,Bristol,25005,554868.0,248959
1190,Massachusetts,Dukes,25007,17137.0,11502
1191,Massachusetts,Essex,25009,769362.0,379868
1192,Massachusetts,Franklin,25011,70916.0,38177
1193,Massachusetts,Hampden,25013,468072.0,203117
1194,Massachusetts,Hampshire,25015,161035.0,82956
1195,Massachusetts,Middlesex,25017,1567610.0,784034
1196,Massachusetts,Nantucket,25019,10694.0,6406
1197,Massachusetts,Norfolk,25021,691218.0,361562
1198,Massachusetts,Plymouth,25023,506657.0,266863
1199,Massachusetts,Suffolk,25025,767719.0,308741
1200,Massachusetts,Worcester,25027,813589.0,383705
1201,Michigan,Alcona,26001,10461.0,6198
1202,Michigan,Alger,26003,9396.0,4518
1203,Michigan,Allegan,26005,113666.0,55786
1204,Michigan,Alpena,26007,28929.0,14698
1205,Michigan,Antrim,26009,23215.0,13582
1206,Michigan,Arenac,26011,15327.0,7696
1207,Michigan,Baraga,26013,8612.0,3490
1208,Michigan,Barry,26015,59316.0,30329
1209,Michigan,Bay,26017,106107.0,52977
1210,Michigan,Benzie,26019,17462.0,10228
1211,Michigan,Berrien,26021,155134.0,72031
1212,Michigan,Branch,26023,43603.0,17663
1213,Michigan,Calhoun,26025,134691.0,58902
1214,Michigan,Cass,26027,51795.0,22595
1215,Michigan,Charlevoix,26029,26172.0,14589
1216,Michigan,Cheboygan,26031,25579.0,13672
1217,Michigan,Chippewa,26033,38330.0,15456
1218,Michigan,Clare,26035,30608.0,13389
1219,Michigan,Clinton,26037,77245.0,40655
1220,Michigan,Crawford,26039,13840.0,6844
1221,Michigan,Delta,26041,36570.0,18492
1222,Michigan,Dickinson,26043,25889.0,13165
1223,Michigan,Eaton,26045,108544.0,56221
1224,Michigan,Emmet,26047,33091.0,18802
1225,Michigan,Genesee,26049,413090.0,196296
1226,Michigan,Gladwin,26051,25367.0,12472
1227,Michigan,Gogebic,26053,15650.0,7329
1228,Michigan,Grand Traverse,26055,90715.0,51589
1229,Michigan,Gratiot,26057,41676.0,16465
1230,Michigan,Hillsdale,26059,46024.0,19940
1231,Michigan,Houghton,26061,36565.0,15624
1232,Michigan,Huron,26063,32021.0,15917
1233,Michigan,Ingham,26065,284559.0,131138
1234,Michigan,Ionia,26067,64126.0,26854
1235,Michigan,Iosco,26069,25373.0,13361
1236,Michigan,Iron,26071,11393.0,5910
1237,Michigan,Isabella,26073,70574.0,25392
1238,Michigan,Jackson,26075,159483.0,69677
1239,Michigan,Kalamazoo,26077,258605.0,126299
1240,Michigan,Kalkaska,26079,17259.0,8833
1241,Michigan,Kent,26081,629352.0,308184
1242,Michigan,Keweenaw,26083,2195.0,1434
1243,Michigan,Lake,26085,11415.0,5328
1244,Michigan,Lapeer,26087,88310.0,45183
1245,Michigan,Leelanau,26089,21764.0,14757
1246,Michigan,Lenawee,26091,98673.0,45939
1247,Michigan,Livingston,26093,185841.0,105866
1248,Michigan,Luce,26095,6451.0,2579
1249,Michigan,Mackinac,26097,10998.0,6097
1250,Michigan,Macomb,26099,859703.0,419312
1251,Michigan,Manistee,26101,24465.0,12599
1252,Michigan,Marquette,26103,67418.0,32976
1253,Michigan,Mason,26105,28755.0,14685
1254,Michigan,Mecosta,26107,43259.0,17168
1255,Michigan,Menominee,26109,23568.0,10768
1256,Michigan,Midland,26111,83559.0,42506
1257,Michigan,Missaukee,26113,15032.0,7317
1258,Michigan,Monroe,26115,149945.0,74218
1259,Michigan,Montcalm,26117,62922.0,26609
1260,Michigan,Montmorency,26119,9317.0,5009
1261,Michigan,Muskegon,26121,172148.0,78088
1262,Michigan,Newaygo,26123,47957.0,22640
1263,Michigan,Oakland,26125,1235215.0,664614
1264,Michigan,Oceana,26127,26152.0,11930
1265,Michigan,Ogemaw,26129,21103.0,10387
1266,Michigan,Ontonagon,26131,6165.0,3426
1267,Michigan,Osceola,26133,23172.0,10609
1268,Michigan,Oscoda,26135,8374.0,4073
1269,Michigan,Otsego,26137,24198.0,12538
1270,Michigan,Ottawa,26139,276583.0,142734
1271,Michigan,Presque Isle,26141,12955.0,7218
1272,Michigan,Roscommon,26143,23900.0,13041
1273,Michigan,Saginaw,26145,195201.0,94320
1274,Michigan,St. Clair,26147,160069.0,78003
1275,Michigan,St. Joseph,26149,60923.0,23757
1276,Michigan,Sanilac,26151,41761.0,19249
1277,Michigan,Schoolcraft,26153,8186.0,4154
1278,Michigan,Shiawassee,26155,68800.0,34111
1279,Michigan,Tuscola,26157,54014.0,25796
1280,Michigan,Van Buren,26159,75216.0,33274
1281,Michigan,Washtenaw,26161,358082.0,188578
1282,Michigan,Wayne,26163,1767593.0,777838
1283,Michigan,Wexford,26165,32829.0,15298
1284,Minnesota,Aitkin,27001,15722.0,9231
1285,Minnesota,Anoka,27003,341249.0,185758
1286,Minnesota,Becker,27005,33375.0,17222
1287,Minnesota,Beltrami,27007,45644.0,21564
1288,Minnesota,Benton,27009,39457.0,20058
1289,Minnesota,Big Stone,27011,5098.0,2755
1290,Minnesota,Blue Earth,27013,65524.0,33593
1291,Minnesota,Brown,27015,25327.0,13779
1292,Minnesota,Carlton,27017,35482.0,18211
1293,Minnesota,Carver,27019,97143.0,55696
1294,Minnesota,Cass,27021,28633.0,15999
1295,Minnesota,Chippewa,27023,12126.0,6222
1296,Minnesota,Chisago,27025,54041.0,30228
1297,Minnesota,Clay,27027,61402.0,29398
1298,Minnesota,Clearwater,27029,8764.0,4245
1299,Minnesota,Cook,27031,5215.0,3395
1300,Minnesota,Cottonwood,27033,11557.0,5721
1301,Minnesota,Crow Wing,27035,63321.0,35842
1302,Minnesota,Dakota,27037,411402.0,231440
1303,Minnesota,Dodge,27039,20361.0,10654
1304,Minnesota,Douglas,27041,36862.0,21785
1305,Minnesota,Faribault,27043,14119.0,7412
1306,Minnesota,Fillmore,27045,20877.0,11055
1307,Minnesota,Freeborn,27047,30751.0,16051
1308,Minnesota,Goodhue,27049,46450.0,25717
1309,Minnesota,Grant,27051,5943.0,3473
1310,Minnesota,Hennepin,27053,1209265.0,679977
1311,Minnesota,Houston,27055,18791.0,10604
1312,Minnesota,Hubbard,27057,20640.0,11505
1313,Minnesota,Isanti,27059,38461.0,21016
1314,Minnesota,Itasca,27061,45356.0,23880
1315,Minnesota,Jackson,27063,10163.0,5484
1316,Minnesota,Kanabec,27065,15918.0,8177
1317,Minnesota,Kandiyohi,27067,42510.0,21772
1318,Minnesota,Kittson,27069,4436.0,2385
1319,Minnesota,Koochiching,27071,12930.0,6363
1320,Minnesota,Lac Qui Parle,27073,6916.0,3860
1321,Minnesota,Lake,27075,10721.0,6521
1322,Minnesota,Lake of the Woods,27077,3901.0,2242
1323,Minnesota,Le Sueur,27079,27650.0,14971
1324,Minnesota,Lincoln,27081,5793.0,3019
1325,Minnesota,Lyon,27083,25670.0,12215
1326,Minnesota,McLeod,27085,35926.0,18807
1327,Minnesota,Mahnomen,27087,5480.0,2088
1328,Minnesota,Marshall,27089,9406.0,4817
1329,Minnesota,Martin,27091,20193.0,10531
1330,Minnesota,Meeker,27093,23094.0,12282
1331,Minnesota,Mille Lacs,27095,25788.0,13017
1332,Minnesota,Morrison,27097,32850.0,17614
1333,Minnesota,Mower,27099,39248.0,17715
1334,Minnesota,Murray,27101,8463.0,4668
1335,Minnesota,Nicollet,27103,33226.0,18097
1336,Minnesota,Nobles,27105,21729.0,8632
1337,Minnesota,Norman,27107,6638.0,3261
1338,Minnesota,Olmsted,27109,150104.0,80129
1339,Minnesota,Otter Tail,27111,57694.0,32500
1340,Minnesota,Pennington,27113,14156.0,6715
1341,Minnesota,Pine,27115,29067.0,13811
1342,Minnesota,Pipestone,27117,9285.0,4808
1343,Minnesota,Polk,27119,31550.0,14796
1344,Minnesota,Pope,27121,10975.0,6319
1345,Minnesota,Ramsey,27123,531528.0,273143
1346,Minnesota,Red Lake,27125,4042.0,1881
1347,Minnesota,Redwood,27127,15578.0,7611
1348,Minnesota,Renville,27129,14995.0,7606
1349,Minnesota,Rice,27131,65116.0,32443
1350,Minnesota,Rock,27133,9554.0,4839
1351,Minnesota,Roseau,27135,15609.0,7804
1352,Minnesota,Saint Louis,27137,200353.0,112422
1353,Minnesota,Scott,27139,139490.0,75029
1354,Minnesota,Sherburne,27141,91188.0,48283
1355,Minnesota,Sibley,27143,14957.0,7774
1356,Minnesota,Stearns,27145,153661.0,79592
1357,Minnesota,Steele,27147,36541.0,19179
1358,Minnesota,Stevens,27149,9762.0,5398
1359,Minnesota,Swift,27151,9483.0,4994
1360,Minnesota,Todd,27153,24335.0,11993
1361,Minnesota,Traverse,27155,3397.0,1798
1362,Minnesota,Wabasha,27157,21327.0,11832
1363,Minnesota,Wadena,27159,13755.0,6934
1364,Minnesota,Waseca,27161,19034.0,9653
1365,Minnesota,Washington,27163,248745.0,144235
1366,Minnesota,Watonwan,27165,10996.0,4998
1367,Minnesota,Wilkin,27167,6479.0,3302
1368,Minnesota,Winona,27169,51145.0,26074
1369,Minnesota,Wright,27171,129922.0,69618
1370,Minnesota,Yellow Medicine,27173,10038.0,5276
1371,Mississippi,Adams,28001,31747.0,13836
1372,Mississippi,Alcorn,28003,37309.0,14783
1373,Mississippi,Amite,28005,12692.0,7050
1374,Mississippi,Attala,28007,19085.0,8256
1375,Mississippi,Benton,28009,8378.0,4013
1376,Mississippi,Bolivar,28011,33615.0,13824
1377,Mississippi,Calhoun,28013,14724.0,6396
1378,Mississippi,Carroll,28015,10301.0,5528
1379,Mississippi,Chickasaw,28017,17357.0,7890
1380,Mississippi,Choctaw,28019,8320.0,4065
1381,Mississippi,Claiborne,28021,9209.0,4272
1382,Mississippi,Clarke,28023,16203.0,7791
1383,Mississippi,Clay,28025,20147.0,10003
1384,Mississippi,Coahoma,28027,24804.0,8912
1385,Mississippi,Copiah,28029,28780.0,12982
1386,Mississippi,Covington,28031,19503.0,8811
1387,Mississippi,DeSoto,28033,170890.0,65695
1388,Mississippi,Forrest,28035,76274.0,28064
1389,Mississippi,Franklin,28037,7818.0,4290
1390,Mississippi,George,28039,23313.0,9891
1391,Mississippi,Greene,28041,13941.0,5369
1392,Mississippi,Grenada,28043,21518.0,10513
1393,Mississippi,Hancock,28045,46028.0,17637
1394,Mississippi,Harrison,28047,198570.0,63313
1395,Mississippi,Hinds,28049,244596.0,94681
1396,Mississippi,Holmes,28051,18547.0,8076
1397,Mississippi,Humphreys,28053,8822.0,4253
1398,Mississippi,Issaquena,28055,1352.0,699
1399,Mississippi,Itawamba,28057,23511.0,9737
1400,Mississippi,Jackson,28059,140850.0,49567
1401,Mississippi,Jasper,28061,16538.0,8475
1402,Mississippi,Jefferson,28063,7528.0,3860
1403,Mississippi,Jefferson Davis,28065,11771.0,6237
1404,Mississippi,Jones,28067,68313.0,28352
1405,Mississippi,Kemper,28069,10128.0,4639
1406,Mississippi,Lafayette,28071,52193.0,19643
1407,Mississippi,Lamar,28073,59623.0,24592
1408,Mississippi,Lauderdale,28075,79233.0,29506
1409,Mississippi,Lawrence,28077,12603.0,6364
1410,Mississippi,Leake,28079,23011.0,8449
1411,Mississippi,Lee,28081,85281.0,32913
1412,Mississippi,Leflore,28083,30500.0,11140
1413,Mississippi,Lincoln,28085,34691.0,15193
1414,Mississippi,Lowndes,28087,59785.0,25575
1415,Mississippi,Madison,28089,101791.0,49802
1416,Mississippi,Marion,28091,25810.0,11693
1417,Mississippi,Marshall,28093,36196.0,14839
1418,Mississippi,Monroe,28095,36029.0,15884
1419,Mississippi,Montgomery,28097,10353.0,4996
1420,Mississippi,Neshoba,28099,29474.0,10553
1421,Mississippi,Newton,28101,21652.0,9438
1422,Mississippi,Noxubee,28103,11098.0,5574
1423,Mississippi,Oktibbeha,28105,49424.0,18124
1424,Mississippi,Panola,28107,34319.0,15064
1425,Mississippi,Pearl River,28109,55167.0,21883
1426,Mississippi,Perry,28111,12174.0,5432
1427,Mississippi,Pike,28113,39939.0,16310
1428,Mississippi,Pontotoc,28115,30862.0,12984
1429,Mississippi,Prentiss,28117,25339.0,9872
1430,Mississippi,Quitman,28119,7634.0,3365
1431,Mississippi,Rankin,28121,147930.0,62768
1432,Mississippi,Scott,28123,28268.0,10522
1433,Mississippi,Sharkey,28125,4662.0,2190
1434,Mississippi,Simpson,28127,27279.0,11419
1435,Mississippi,Smith,28129,16137.0,7627
1436,Mississippi,Stone,28131,17995.0,7045
1437,Mississippi,Sunflower,28133,27424.0,9598
1438,Mississippi,Tallahatchie,28135,14776.0,5870
1439,Mississippi,Tate,28137,28338.0,11627
1440,Mississippi,Tippah,28139,22061.0,9235
1441,Mississippi,Tishomingo,28141,19503.0,8371
1442,Mississippi,Tunica,28143,10407.0,3567
1443,Mississippi,Union,28145,27989.0,11496
1444,Mississippi,Walthall,28147,14812.0,6919
1445,Mississippi,Warren,28149,47834.0,19416
1446,Mississippi,Washington,28151,48824.0,16825
1447,Mississippi,Wayne,28153,20517.0,9599
1448,Mississippi,Webster,28155,9922.0,5069
1449,Mississippi,Wilkinson,28157,9233.0,4218
1450,Mississippi,Winston,28159,18519.0,8881
1451,Mississippi,Yalobusha,28161,12380.0,6077
1452,Mississippi,Yazoo,28163,27719.0,10070
1453,Missouri,Adair,29001,25547.0,10226
1454,Missouri,Andrew,29003,17347.0,9140
1455,Missouri,Atchison,29005,5380.0,2724
1456,Missouri,Audrain,29007,25868.0,10061
1457,Missouri,Barry,29009,35716.0,14605
1458,Missouri,Barton,29011,12075.0,5939
1459,Missouri,Bates,29013,16513.0,8023
1460,Missouri,Benton,29015,18825.0,9312
1461,Missouri,Bollinger,29017,12282.0,5676
1462,Missouri,Boone,29019,172773.0,83868
1463,Missouri,Buchanan,29021,89415.0,35659
1464,Missouri,Butler,29023,42887.0,17259
1465,Missouri,Caldwell,29025,9057.0,4312
1466,Missouri,Callaway,29027,44693.0,19193
1467,Missouri,Camden,29029,44152.0,22514
1468,Missouri,Cape Girardeau,29031,78089.0,37038
1469,Missouri,Carroll,29033,9009.0,4361
1470,Missouri,Carter,29035,6249.0,2844
1471,Missouri,Cass,29037,101324.0,50990
1472,Missouri,Cedar,29039,13932.0,6288
1473,Missouri,Chariton,29041,7615.0,3969
1474,Missouri,Christian,29043,82053.0,41531
1475,Missouri,Clark,29045,6860.0,3215
1476,Missouri,Clay,29047,233135.0,110176
1477,Missouri,Clinton,29049,20494.0,10208
1478,Missouri,Cole,29051,76603.0,37374
1479,Missouri,Cooper,29053,17613.0,7986
1480,Missouri,Crawford,29055,24545.0,9696
1481,Missouri,Dade,29057,7590.0,3951
1482,Missouri,Dallas,29059,16508.0,7453
1483,Missouri,Daviess,29061,8257.0,3593
1484,Missouri,DeKalb,29063,12706.0,4594
1485,Missouri,Dent,29065,15578.0,6791
1486,Missouri,Douglas,29067,13467.0,6666
1487,Missouri,Dunklin,29069,31271.0,10578
1488,Missouri,Franklin,29071,102063.0,50113
1489,Missouri,Gasconade,29073,14875.0,7445
1490,Missouri,Gentry,29075,6745.0,3043
1491,Missouri,Greene,29077,285449.0,129231
1492,Missouri,Grundy,29079,10231.0,4310
1493,Missouri,Harrison,29081,8649.0,3689
1494,Missouri,Henry,29083,21930.0,9866
1495,Missouri,Hickory,29085,9267.0,4724
1496,Missouri,Holt,29087,4537.0,2355
1497,Missouri,Howard,29089,10148.0,4868
1498,Missouri,Howell,29091,40265.0,17455
1499,Missouri,Iron,29093,10220.0,4269
1500,Missouri,Jackson,29095,683643.0,173275
1501,Missouri,Jasper,29097,117376.0,48326
1502,Missouri,Jefferson,29099,222453.0,106238
1503,Missouri,Johnson,29101,54229.0,21132
1504,Missouri,Knox,29103,3997.0,1870
1505,Missouri,Laclede,29105,35505.0,16051
1506,Missouri,Lafayette,29107,32789.0,15876
1507,Missouri,Lawrence,29109,38204.0,16715
1508,Missouri,Lewis,29111,10146.0,4456
1509,Missouri,Lincoln,29113,54286.0,24962
1510,Missouri,Linn,29115,12319.0,5587
1511,Missouri,Livingston,29117,15057.0,6421
1512,Missouri,McDonald,29119,22720.0,8242
1513,Missouri,Macon,29121,15399.0,7621
1514,Missouri,Madison,29123,12403.0,5321
1515,Missouri,Maries,29125,8987.0,4500
1516,Missouri,Marion,29127,28858.0,12938
1517,Missouri,Mercer,29129,3702.0,1745
1518,Missouri,Miller,29131,25011.0,11416
1519,Missouri,Mississippi,29133,14112.0,5169
1520,Missouri,Moniteau,29135,15840.0,6830
1521,Missouri,Monroe,29137,8642.0,4156
1522,Missouri,Montgomery,29139,11820.0,5429
1523,Missouri,Morgan,29141,20182.0,8821
1524,Missouri,New Madrid,29143,18229.0,7357
1525,Missouri,Newton,29145,58741.0,26606
1526,Missouri,Nodaway,29147,23026.0,9458
1527,Missouri,Oregon,29149,10922.0,4668
1528,Missouri,Osage,29151,13704.0,7090
1529,Missouri,Ozark,29153,9450.0,4505
1530,Missouri,Pemiscot,29155,17599.0,6027
1531,Missouri,Perry,29157,19152.0,8740
1532,Missouri,Pettis,29159,42193.0,18111
1533,Missouri,Phelps,29161,44833.0,18553
1534,Missouri,Pike,29163,18475.0,7382
1535,Missouri,Platte,29165,94970.0,48885
1536,Missouri,Polk,29167,31113.0,13763
1537,Missouri,Pulaski,29169,53302.0,13488
1538,Missouri,Putnam,29171,4877.0,2346
1539,Missouri,Ralls,29173,10225.0,5266
1540,Missouri,Randolph,29175,25081.0,10309
1541,Missouri,Ray,29177,22921.0,10869
1542,Missouri,Reynolds,29179,6530.0,3038
1543,Missouri,Ripley,29181,13936.0,5524
1544,Missouri,St. Charles,29183,379856.0,201005
1545,Missouri,St. Clair,29185,9444.0,4630
1546,Missouri,Ste. Genevieve,29186,17937.0,8469
1547,Missouri,St. Francois,29187,66230.0,24728
1548,Missouri,St. Louis County,29189,1000560.0,514858
1549,Missouri,Saline,29195,23214.0,9274
1550,Missouri,Schuyler,29197,4396.0,1936
1551,Missouri,Scotland,29199,4893.0,1968
1552,Missouri,Scott,29201,38994.0,17256
1553,Missouri,Shannon,29203,8256.0,3904
1554,Missouri,Shelby,29205,6148.0,3255
1555,Missouri,Stoddard,29207,29788.0,13291
1556,Missouri,Stone,29209,31197.0,16567
1557,Missouri,Sullivan,29211,6416.0,2486
1558,Missouri,Taney,29213,53853.0,23515
1559,Missouri,Texas,29215,25690.0,10956
1560,Missouri,Vernon,29217,20836.0,8599
1561,Missouri,Warren,29219,33290.0,15784
1562,Missouri,Washington,29221,25002.0,9282
1563,Missouri,Wayne,29223,13341.0,5655
1564,Missouri,Webster,29225,37075.0,16743
1565,Missouri,Worth,29227,2061.0,1046
1566,Missouri,Wright,29229,18378.0,8119
1567,Missouri,St. Louis City,29510,316030.0,131191
1568,Montana,Beaverhead,30001,9317.0,4849
1569,Montana,Big Horn,30003,13214.0,4237
1570,Montana,Blaine,30005,6609.0,2684
1571,Montana,Broadwater,30007,5692.0,3133
1572,Montana,Carbon,30009,10340.0,5991
1573,Montana,Carter,30011,1295.0,786
1574,Montana,Cascade,30013,82049.0,34571
1575,Montana,Chouteau,30015,5837.0,2603
1576,Montana,Custer,30017,11980.0,5185
1577,Montana,Daniels,30019,1787.0,962
1578,Montana,Dawson,30021,9431.0,4374
1579,Montana,Deer Lodge,30023,9176.0,4206
1580,Montana,Fallon,30025,2913.0,1484
1581,Montana,Fergus,30027,11429.0,5840
1582,Montana,Flathead,30029,94696.0,46571
1583,Montana,Gallatin,30031,97958.0,53819
1584,Montana,Garfield,30033,1061.0,718
1585,Montana,Glacier,30035,13695.0,5075
1586,Montana,Golden Valley,30037,730.0,474
1587,Montana,Granite,30039,3212.0,1777
1588,Montana,Hill,30041,16529.0,6445
1589,Montana,Jefferson,30043,11601.0,6714
1590,Montana,Judith Basin,30045,1981.0,1208
1591,Montana,Lake,30047,29311.0,13181
1592,Montana,Lewis and Clark,30049,65989.0,34478
1593,Montana,Liberty,30051,2292.0,961
1594,Montana,Lincoln,30053,19268.0,9330
1595,Montana,McCone,30055,1678.0,1060
1596,Montana,Madison,30057,7810.0,4778
1597,Montana,Meagher,30059,1960.0,977
1598,Montana,Mineral,30061,4223.0,2012
1599,Montana,Missoula,30063,113101.0,59203
1600,Montana,Musselshell,30065,4778.0,2441
1601,Montana,Park,30067,15843.0,9359
1602,Montana,Petroleum,30069,445.0,322
1603,Montana,Phillips,30071,4150.0,2171
1604,Montana,Pondera,30073,6166.0,2723
1605,Montana,Powder River,30075,1648.0,1053
1606,Montana,Powell,30077,6928.0,2794
1607,Montana,Prairie,30079,1414.0,689
1608,Montana,Ravalli,30081,41130.0,22556
1609,Montana,Richland,30083,11392.0,4871
1610,Montana,Roosevelt,30085,11230.0,3652
1611,Montana,Rosebud,30087,9348.0,3453
1612,Montana,Sanders,30089,11375.0,5953
1613,Montana,Sheridan,30091,3645.0,1835
1614,Montana,Silver Bow,30093,34560.0,16452
1615,Montana,Stillwater,30095,9342.0,4873
